,0,1
152,41043584954885,1
153,90480478650618,1
154,83704735007006,1
155,18971854080614,1
156,35290738056363,1
157,95617537263885,2
158,80036764399624,1
159,44421625916610,1
160,60032287628632,1
161,91566036785380,1
162,63411205055565,1
163,73034731307161,1
164,9208016608792,1
165,39290067773570,1
166,96684251067664,1
167,99681886471266,2
168,97877509122802,1
169,96118898129857,2
170,78087968135379,1
171,54206398985807,1
172,18998697539816,2
173,41651875179754,2
174,2811374613869,2
175,2275641634648,2
176,25826077511946,1
177,66842321162447,3
178,25434696151132,2
179,36537554516075,1
180,54269162369634,2
181,11366916885387,2
182,60949721423367,1
183,88032715843324,1
184,86985977877889,2
185,82024404381781,1
186,65322538985377,2
187,99881732035959,1
188,54457595349902,1
189,58653969718425,2
190,72121184435233,2
191,78179837149805,1
192,7188910468679,1
193,86769217544004,1
194,77562023042842,1
195,88839687757049,1
196,22124768348719,2
197,52018038807168,1
198,17137449091966,1
199,84229710832823,1
200,36858423532252,2
201,67991613845313,2
202,6343247010450,1
203,40016576880208,1
204,70998035370431,1
205,15970330163108,1
206,35928676177287,2
207,20456235037555,1
208,13169463010249,1
209,28467494510007,1
210,92327885179966,2
211,82591946872622,2
212,91296320249273,1
213,94500814123078,1
214,38649004650941,1
215,47572567079325,1
216,17947781459991,2
217,90262280591582,1
218,51825202274455,1
219,79128581023509,1
220,48441480457897,1
221,45664156355624,2
222,78496708626815,1
223,84683807572326,1
224,65665040928251,1
225,81435214996949,2
226,1533759626922,2
227,3856827986511,2
228,94669226516023,1
229,42643469360404,1
230,93578076405346,1
231,1508460583156,1
232,18888801111548,1
233,61562605203508,1
234,51734569773520,1
235,32839277555055,1
236,13683482283716,3
237,47663101391431,1
238,4188674237089,1
239,3960149636940,1
240,17104677286411,1
241,44887079236351,1
242,4641220537086,1
243,41860032843668,1
244,51656970320077,1
245,96076388596537,1
246,33830050665397,1
247,250444447352,1
248,66387093102833,1
249,63803925419596,1
250,41069987037959,1
251,74553323190099,1
252,1082258846910,1
253,39832189810052,1
254,62087468858530,1
255,95963295271415,2
256,89302715844841,1
257,20613681344822,1
258,74653803626563,1
259,27468086081253,1
260,70064565316142,1
261,31377669062649,1
262,5480996097694,1
263,43787868430368,1
264,23020232296521,1
265,40319071922491,1
266,69137249290235,1
267,30133571094766,1
268,18735938272979,2
269,83884324331568,2
270,65997527910869,1
271,44209098466648,1
272,70593974911656,1
273,95445212088661,1
274,817888948916,2
275,34187000489877,1
276,12556258236992,2
277,97457102457334,1
278,81110537647313,1
279,32549615384898,2
280,35903216463341,1
281,67642847659831,2
282,56880937465770,1
283,11791039351240,1
284,49041602446432,1
285,58228749225719,2
286,32622927322869,2
287,40711133169706,1
288,94163657043719,1
289,41820165000270,1
290,71759297412542,2
291,76116568158798,2
292,13962921561018,1
293,23537163458840,1
294,18213173262945,2
295,19727614175873,2
296,9064417096428,1
297,53255294565612,2
298,12020859265774,1
299,12441140120154,1
300,92941284373027,1
301,42243915556920,1
302,23690908448188,1
303,86244392971583,2
304,18623006627735,1
305,19025577746632,1
306,48419695853434,2
307,32717711913446,3
308,77770818847501,1
309,94137590979875,1
310,82367746988882,2
311,83116909454984,1
312,51642931795354,2
313,3198440327219,1
314,24868861595657,2
315,30601050507122,1
316,81544457331218,2
317,42264908002756,1
318,13039410022176,1
319,81755113149606,1
320,11617832831471,3
321,37237585601293,1
322,8860876691613,1
323,348115943139,2
324,77705931532157,1
325,86282139446311,5
326,33640019606092,1
327,70539788037327,1
328,98471524148160,1
329,55998223260207,1
330,73533648734808,1
331,83670860850278,1
332,13652352105671,1
333,13149934524782,2
334,13516709338803,1
335,57097101239019,1
336,42781336305996,1
337,37346134787484,2
338,30433681840917,1
339,62253009045180,1
340,71962639470463,1
341,73667557432593,2
342,29034515248639,1
343,74161979373992,3
344,46653096494643,1
345,95042719697246,1
346,43859915608821,1
347,3361271847707,1
348,26137668398940,1
349,26178954735931,2
350,88088295960021,1
351,55907773324386,1
352,15487689958371,2
353,67392734493852,2
354,21410813764103,1
355,56470426181154,1
356,29507337514858,1
357,9509666944449,1
358,24638517787457,2
359,13483498286186,2
360,5773766776663,2
361,48111141512198,2
362,57375663806973,1
363,25692356612420,1
364,86967392382176,3
365,67146999470619,1
366,6491885790046,1
367,91247068119904,1
368,28864669231241,3
369,8589591358807,1
370,64170988777401,1
371,86402108703863,1
372,66895407844174,1
373,65662451507863,1
374,95307622912908,1
375,8785352058337,1
376,93519075879272,1
377,734592816799,2
378,30710949321160,1
379,95591702139810,1
380,13259882520792,1
381,76610775932383,1
382,81186879995435,2
383,77368881551593,2
384,92790307021516,1
385,48813076841820,1
386,7471014593497,1
387,11621543080828,1
388,65427061530554,1
389,47758422959761,2
390,87337672089380,1
391,72181286246234,2
392,59134073956100,1
393,40498614663723,1
394,35952152210503,1
395,72693932454280,1
396,10851351044432,1
397,30613486881724,1
398,66072502656081,1
399,66732653753275,2
400,88281681584426,2
401,35825881255420,1
402,64812019557926,1
403,26562291307701,1
404,74741338575899,2
405,92383217343847,4
406,87147209808219,1
407,90440384720960,1
408,77810925582244,1
409,77669924662507,1
410,241635496031,1
411,61326871338722,3
412,79044043016971,1
413,94658537726802,1
414,71198985581313,2
415,42487208935042,1
416,42438184391191,3
417,76308741993284,1
418,41193089378627,1
419,3438997538651,2
420,84156169124708,1
421,42919478472517,2
422,88665629737340,1
423,94203979414595,1
424,50847662857803,1
425,28915745655112,2
426,1851728226755,2
427,59953152375970,1
428,84702195282399,1
429,76842345864421,2
430,24897665899985,2
431,10503362555867,1
432,88456301860867,1
433,30799222850303,1
434,70574110662115,1
435,78019996723564,1
436,83609661288697,1
437,92052972833383,1
438,86698064106416,1
439,25116866021143,1
440,7122184087327,1
441,80298791806211,1
442,74229478566020,1
443,31164924647992,2
444,2090615453346,1
445,71161664591952,2
446,65035793308981,1
447,48327244057173,1
448,62638226673119,2
449,77325762420532,1
450,66125565007997,1
451,73075110692831,1
452,86546349567618,2
453,53635663007070,1
454,76135964089396,1
455,62758261082007,1
456,54561105148171,1
457,93631002778376,1
458,67975739764708,1
459,44732791242236,3
460,40117920673169,1
461,39098337514066,1
462,46742839883156,2
463,42204210922554,1
464,99637107759238,1
465,75996125710814,1
466,49993618659384,2
467,3917032805403,1
468,50138306645674,1
469,82940628943971,1
470,38374080594556,1
471,28683296051893,1
472,46997850289233,1
473,52254347683237,2
474,31053399799138,1
475,57444405750348,1
476,71030165293808,1
477,17647230522330,1
478,93256070186323,1
479,99950988313810,1
480,94811709224887,1
481,64087054148365,1
482,25967803543974,1
483,53259702235718,1
484,61512671114606,1
485,51822824443721,2
486,34044824218736,1
487,4726953795616,2
488,89997653166746,2
489,80573389179145,1
490,30932266279581,1
491,95538589926062,1
492,59774526539002,1
493,2126627351341,2
494,27521523742301,1
495,3997978955552,2
496,48970763265709,1
497,3842248887398,2
498,99858309432321,1
499,93235414126459,2
500,19713805907876,1
501,35918873877954,2
502,4267490463587,1
503,45467481081874,1
504,22003908364940,1
505,45940344532055,1
506,85455509813640,1
507,3668254634665,2
508,13778506839513,1
509,37210926580040,1
510,11499671650894,1
511,19258983786214,2
512,82364476940668,1
513,14809150332822,1
514,67231130271098,1
515,49853494778351,2
516,44016906168380,1
517,25553486402103,1
518,79614552298866,2
519,92797425125264,2
520,17370164786726,1
521,41350702550755,1
522,90682946530950,1
523,50316824102371,1
524,18780697593206,1
525,85580794507950,1
526,30176178890117,1
527,62590084994077,1
528,26568420778255,1
529,97400038134633,1
530,37840256079904,1
531,97251029911237,1
532,68491463720587,1
533,75237525445508,1
534,1337348090316,1
535,11328470715483,1
536,51334416148290,1
537,63863448793354,2
538,12931497466942,2
539,33926261429921,3
540,82331982557442,2
541,11601640077771,1
542,56055867506725,1
543,24622653414120,1
544,17192594357325,2
545,66682815532643,2
546,87410942108643,1
547,99981357881107,1
548,42389550263041,1
549,89263351019895,1
550,86456311388611,2
551,79031521067353,1
552,41493349443954,2
553,77719453600633,1
554,75141083573411,1
555,15398066096786,1
556,46694971215269,2
557,65019570926673,1
558,79717562569999,2
559,83622760515011,1
560,99910543950140,1
561,4875919064433,1
562,60813019645260,1
563,68621989305943,1
564,90980637198375,1
565,80614947118380,1
566,79036258397447,1
567,81775651312555,2
568,94704335700865,1
569,61731764327665,2
570,14587840692441,1
571,73483263789516,2
572,70907689547008,1
573,77047015763353,1
574,91171229928505,1
575,3707439713315,1
576,71554005653689,1
577,33755005442497,1
578,80666516050149,1
579,96937224084313,1
580,16412214332255,2
581,45671940026752,1
582,84855818384549,2
583,92637110272228,1
584,10500960444255,1
585,71852335608490,1
586,35666503654362,1
587,46166883111071,1
588,31354858611900,1
589,2405655455663,1
590,42004777424440,1
591,17863821826094,1
592,3931870644256,1
593,38885882633412,2
594,46147320734045,1
595,86393031859473,1
596,60148565410916,1
597,5528572559081,1
598,34709816989148,1
599,61003913726115,1
600,48482733943022,1
601,26555941068603,1
602,5759004960461,1
603,46275778946491,2
604,6961351362882,2
605,6272694148226,4
606,76077276857378,1
607,73373819041310,1
608,79308029696087,1
609,95589395026449,1
610,8879295498562,2
611,95894780134848,1
612,68502249347861,1
613,88811420159094,1
614,34940332940726,1
615,91374769390085,1
616,77270277571302,1
617,83543803177959,1
618,38711783615145,2
619,74168553306964,1
620,23421690303794,1
621,45608756422170,1
622,11849176247399,2
623,68277342607359,1
624,74639138135886,2
625,78321682628950,1
626,85687026132332,1
627,79122647411509,1
628,89413316259725,2
629,88692861415484,2
630,50946091387704,1
631,38201385798583,1
632,92408967592679,1
633,97546495367193,2
634,57798819351098,1
635,36439240297598,1
636,32930427915333,1
637,14166697786759,2
638,88842317233331,3
639,81919235901884,1
640,95326653034835,1
641,35951755294273,2
642,37953872378514,2
643,69249944398567,2
644,22974752356793,2
645,1996115804850,1
646,91125079516691,1
647,25645439444302,1
648,66154822944893,2
649,21630197953946,1
650,70335975377174,1
651,60728354832601,1
652,56673530016678,1
653,70790646876745,1
654,11901965563604,1
655,5796905687507,1
656,13649645412897,2
657,83090916778469,1
658,89094347490530,1
659,7872596527934,2
660,99947443708240,1
661,13361419174061,1
662,90850404236122,1
663,20828467544135,1
664,60947176846764,1
665,97797821117714,3
666,87250948945610,1
667,94703898937291,1
668,37616638044375,1
669,62914055721683,1
670,9600200737757,1
671,42736284773638,2
672,28027246789707,1
673,44018024002880,1
674,23635465144105,1
675,92005594711232,1
676,4306215834412,1
677,3440408725290,1
678,64399810883472,1
679,73084419809106,1
680,91584408900006,1
681,54719669916089,1
682,21289163898566,2
683,92579772303886,1
684,32498046458121,1
685,41506775541548,1
686,31113405027308,1
687,77555738987449,2
688,4847472006043,1
689,26842171933984,3
690,61680623467313,1
691,20720870728909,1
692,74501310815276,1
693,49653624041290,1
694,78530937231570,1
695,26180237401915,1
696,19043201795801,1
697,24135360015554,1
698,43927262178772,3
699,4724366041458,1
700,46917867102245,1
701,31133080039895,1
702,52134128135598,2
703,58802116123868,1
704,21273907199333,1
705,54404358567966,1
706,4295882399079,1
707,83913426910028,1
708,48812947946594,2
709,92918012411502,1
710,62421638740317,1
711,44246867021289,1
712,41682721879401,1
713,91476096259751,1
714,45165609842585,1
715,1887480520820,1
716,6475448024159,1
717,36530943081127,1
718,97569024574726,1
719,3701311717139,1
720,92043243277533,1
721,67295885265530,1
722,80383421370036,1
723,31245326040698,1
724,40334744556225,1
725,27174112520136,1
726,92700086206468,1
727,97297995144008,1
728,20324154269780,1
729,54466869821741,2
730,78472845717188,2
731,61343666589703,1
732,53503577051267,1
733,3178853100911,1
734,35791045619780,1
735,81130287377261,1
736,26118255866508,1
737,43207251570790,1
738,62131687342339,3
739,66471610350502,1
740,41135964614508,1
741,35036335228030,1
742,7460312091926,1
743,22817435108476,1
744,70764211369160,1
745,22922358792649,2
746,23952422057244,1
747,47382472636207,1
748,90511594139503,1
749,62066985296781,1
750,37475444926682,2
751,32009759100606,1
752,81663238091659,1
753,4735144531933,2
754,86134029618259,1
755,64594928148641,2
756,26911874418177,2
757,60618023788277,1
758,14504994010859,1
759,87362990789009,1
760,64395343271497,2
761,26532063803480,1
762,61080580230064,1
763,76762061996145,1
764,56673624927279,2
765,9761004091301,1
766,41065394375731,1
767,82427162790422,1
768,1347754489382,2
769,92198430532120,1
770,62954728888798,2
771,98321004888146,1
772,58932273894587,2
773,54660107812911,1
774,47287198126891,2
775,47832607559728,1
776,24187200060527,1
777,50454525537945,1
778,71942450251193,1
779,18017201625086,1
780,611255538286,2
781,76430126105586,1
782,71868414101004,1
783,87145768577678,2
784,33497717933534,2
785,24878487779465,2
786,42135139187112,2
787,41246506031261,1
788,27101221125072,1
789,20581927047303,1
790,32904896966501,1
791,19944402449496,1
792,21013156272238,1
793,42104715161391,1
794,29787404858906,1
795,95331284168307,1
796,63516213647087,1
797,82076834335543,1
798,9105237847326,1
799,94528399384396,2
800,16300482626498,1
801,63985119099093,1
802,638579857223,2
803,11081733665628,1
804,34806203210341,1
805,54959357709974,1
806,30574641171133,1
807,61782478480957,1
808,61661572160785,1
809,82956962603402,1
810,2008198097785,1
811,80237349945080,1
812,18858079214042,1
813,28839944375871,2
814,66277448587807,1
815,35002451725305,1
816,544738874751,2
817,9842048187142,1
818,52591652862330,1
819,85983960063072,1
820,41194897466652,2
821,18532502765356,1
822,925857658734,2
823,11039188980537,1
824,66763491932802,1
825,37997157382496,2
826,78830980562288,1
827,76144582231753,2
828,36887398688820,1
829,24188474279155,2
830,27842203602946,1
831,95142926590928,1
832,1590582487640,1
833,68011600309056,1
834,62441919186487,2
835,28701562818369,1
836,27192635665168,2
837,35651342844819,2
838,5983034677307,1
839,51345679355585,2
840,7008706570675,1
841,46529958174486,2
842,67261483631642,2
843,48335046030853,1
844,5154647807784,1
845,34513938904626,1
846,47080973300978,1
847,17333285189079,1
848,7742099839207,1
849,37780880075508,1
850,42552284951606,1
851,91146353949398,2
852,30471835833728,1
853,56809274716704,1
854,37187983206053,1
855,96234964089163,1
856,41365248148927,2
857,21298666497234,4
858,82911329275522,2
859,24440380914884,1
860,49049148284140,1
861,58497721734358,2
862,26292904263998,1
863,86099355552110,1
864,10731436543550,1
865,83981298457755,2
866,71133003945358,1
867,51304004019800,1
868,76208818786289,1
869,65540436947672,1
870,38907275542211,1
871,68435868748162,2
872,74727509395345,1
873,84087621084839,1
874,33398783694884,2
875,97548891729236,2
876,23551351324948,2
877,98578662442554,2
878,20305001094927,1
879,23666683436593,2
880,69136931505851,1
881,2567664326610,1
882,70617552155398,1
883,94899479771999,2
884,1858866686185,2
885,97278238655034,1
886,72180700184305,1
887,12908231052826,1
888,36667432494038,1
889,97213075611318,1
890,71293698956547,2
891,8358854817266,2
892,85513427926842,2
893,59344732107418,1
894,1114228875429,2
895,5640977256112,1
896,86992757646035,1
897,30320312999659,1
898,94719154828252,2
899,51877691063001,1
900,59859589728676,2
901,70315626455382,1
902,23041786315741,1
903,17024053937675,1
904,16440594779741,1
905,85264478121143,2
906,17569061199204,1
907,13108294411522,1
908,55473785987558,2
909,98866239345617,2
910,5109827528524,1
911,27048814757734,1
912,7892224031079,1
913,85803775360860,1
914,50595639698133,1
915,1103995779160,1
916,22678357759624,2
917,15459452384954,2
918,82246397131701,1
919,62179078406489,1
920,25680768007550,1
921,12778521980959,1
922,89082301550577,1
923,66609972667802,1
924,11211757734871,2
925,30818533627753,1
926,9498584679143,2
927,75684482249330,1
928,64857222877459,2
929,72724379248028,1
930,18675029335273,1
931,55050991661378,1
932,52877008400539,1
933,69639529809068,1
934,51738086605854,1
935,78310039158258,1
936,35982050219400,1
937,84383992426960,1
938,19380928963309,1
939,77502185276470,1
940,5786110270326,1
941,39148520073492,1
942,52087078143587,1
943,73197469713323,2
944,87041350504541,1
945,28770348312826,1
946,87101067428319,1
947,20627519225985,1
948,46059080596813,1
949,2662941457868,2
950,24712871028271,1
951,85126989704623,1
952,10763766765668,1
953,9248775815851,2
954,92544391106099,1
955,10833910817280,1
956,38392122807988,1
957,91508562565257,1
958,91880917831179,1
959,69730071176096,1
960,9163699145025,1
961,46861876403750,1
962,26050225218899,1
963,10817564490337,1
964,9433945971363,2
965,42940465391223,1
966,43583697721098,1
967,38389023869322,1
968,77956168705266,1
969,66723185963291,2
970,54439120953338,1
971,93907891977341,1
972,7266055187737,1
973,39908245132038,1
974,69612948424606,1
975,71542822219576,2
976,989995331882,2
977,39162877617465,2
978,81716525952122,2
979,36574463361276,2
980,43742793614984,4
981,26517308805017,1
982,88343938848030,1
983,40979957880385,1
984,2742342706942,1
985,79877260572179,1
986,67683447844734,3
987,50327813639761,1
988,40500728807342,1
989,84510620800626,1
990,26424187727681,2
991,85661375452895,2
992,60745942485897,1
993,37817865223306,1
994,7021938850028,1
995,3863770794221,1
996,95774584147278,2
997,39085304353248,1
998,15780289218500,1
999,94080128483187,1
1000,6539741776154,2
1001,75957235350175,1
1002,68089672722023,1
1003,691810775863,1
1004,10865712728624,1
1005,87395543779655,2
1006,67354706636075,1
1007,61842662143055,1
1008,8594914720046,1
1009,56990809989790,1
1010,60532733001178,1
1011,77914051448728,1
1012,6290587987680,1
1013,59517025638959,1
1014,40505616895224,1
1015,52562486642829,2
1016,15725970341297,1
1017,92149834678535,2
1018,23306418854844,1
1019,79756367161672,2
1020,83448952281610,1
1021,40203852758393,1
1022,83443101861864,1
1023,97773166966712,3
1024,34013515121666,1
1025,46455211956212,2
1026,11644172796522,2
1027,60193441910971,1
1028,47376579635051,1
1029,94127344106274,1
1030,69968114518621,2
1031,42951594927134,2
1032,31390654504662,1
1033,82607899016589,1
1034,12917929901181,1
1035,4511470252070,1
1036,92295607282135,1
1037,17995184028820,1
1038,43834745938517,2
1039,76240838816198,1
1040,71564354443601,1
1041,91437958742312,2
1042,53076252353721,1
1043,64975481300992,1
1044,44956978276011,1
1045,26897366213833,3
1046,95001808066301,1
1047,35411936232127,2
1048,92511464643229,2
1049,77790799233121,1
1050,21229121353573,2
1051,4349868523050,1
1052,73143106373128,1
1053,13538379875395,2
1054,64399917745672,2
1055,8201491276771,1
1056,15903682641758,1
1057,55178866311289,2
1058,28058628074572,1
1059,55510970262962,1
1060,22141192115037,1
1061,44481190014161,1
1062,52144020839471,1
1063,6868809781451,1
1064,10167920278693,1
1065,88999645292664,2
1066,54717455285423,2
1067,94753750256024,1
1068,9029134828846,1
1069,2032036626293,1
1070,53446935192900,1
1071,14221234839209,1
1072,18719014331304,1
1073,21604243653010,1
1074,6299533826281,2
1075,22768670949439,1
1076,69932944653624,2
1077,99861622572772,2
1078,91738738523174,2
1079,76849592349321,2
1080,59911852178448,2
1081,61101598232947,1
1082,50126565369437,1
1083,32969991654661,2
1084,19056356700786,1
1085,69888777953938,2
1086,48598043212053,1
1087,66473390993682,1
1088,39665502764530,1
1089,20527925960627,1
1090,31206662115454,1
1091,20531415113139,1
1092,16339194043444,1
1093,51100694897963,1
1094,87598723048095,1
1095,89061014182371,1
1096,64422874469497,2
1097,52965660034047,1
1098,88200378108589,1
1099,74770002956694,1
1100,14208479855526,1
1101,92675437221337,2
1102,74198575321766,2
1103,64276039943253,1
1104,72993936989743,3
1105,92111565251272,2
1106,72239530342399,1
1107,66190913250526,1
1108,94821730085543,1
1109,47951879091709,1
1110,95758900192006,1
1111,95068917250496,1
1112,73047904496565,1
1113,32409450319378,1
1114,79945598455563,2
1115,38024009623847,1
1116,96238373518655,2
1117,40136858681833,1
1118,20049489483339,1
1119,3161307024135,1
1120,46517563961395,2
1121,32258203510118,1
1122,51859750768351,1
1123,53717202163895,1
1124,4391259008015,1
1125,67803108946429,1
1126,36207974590997,1
1127,91617472147217,3
1128,54998572405803,1
1129,5761947769033,1
1130,39896758924687,2
1131,61293042763519,1
1132,60113711414120,1
1133,91305901382868,1
1134,68736629293313,4
1135,51983498473383,2
1136,90386296489385,1
1137,42542611958554,2
1138,40960119724205,1
1139,90337944823506,1
1140,49852286019184,1
1141,31911329397201,1
1142,86131071177849,1
1143,99816705102553,1
1144,39156897300827,1
1145,56630509504553,1
1146,35495158933978,2
1147,38346829303019,1
1148,27989858804721,1
1149,30216039247853,1
1150,13071074840723,1
1151,72590810763326,1
1152,76613586622140,1
1153,43067416154478,1
1154,49070143893820,1
1155,48733579268023,1
1156,51472736496236,2
1157,14905087270391,1
1158,19562076428538,1
1159,89652815834490,1
1160,24263733789300,1
1161,10533388210208,1
1162,53691881848805,1
1163,21886591063327,1
1164,61439081271473,1
1165,70129020835137,1
1166,12898253575268,2
1167,5186875865828,2
1168,93993520618460,1
1169,8823858327039,1
1170,29208586565836,1
1171,22483378793428,2
1172,97835011382266,1
1173,10963560177677,1
1174,80282519578244,1
1175,37059604619042,1
1176,29805111466965,1
1177,61846940397659,1
1178,75609541842181,1
1179,58877847849751,2
1180,97831462939396,2
1181,14666923245212,2
1182,63454933288202,1
1183,48107601962874,1
1184,10729388727328,1
1185,19944200700417,1
1186,9690197251176,1
1187,5144562937213,2
1188,7349064197571,1
1189,17577864818111,2
1190,47235883269732,2
1191,56977793138888,2
1192,53176027492199,1
1193,57041448592551,1
1194,82022090228068,1
1195,67904236877916,1
1196,60597422079487,1
1197,14567411800330,1
1198,38730982676436,1
1199,56635319642112,2
1200,49487690974653,1
1201,35281953153442,2
1202,6494480174007,1
1203,93700672065892,1
1204,43294937800233,1
1205,92010482252663,1
1206,27275065667165,1
1207,62954791111672,2
1208,23362527455818,2
1209,72224861891879,2
1210,22883276947070,1
1211,17487629198681,3
1212,11102542698796,1
1213,25795878856655,2
1214,96171804953115,1
1215,24240068285369,1
1216,42829168708061,1
1217,14155660877411,1
1218,26051583979918,1
1219,9406555746676,1
1220,59916268566056,1
1221,21989205735219,1
1222,96110384200582,1
1223,50671575107199,1
1224,88961249099710,1
1225,87242242803485,1
1226,77973069878301,1
1227,1883634805190,1
1228,22028266573329,1
1229,77857091144970,1
1230,68996012777032,1
1231,79450899321304,1
1232,91369714304293,1
1233,66896467315883,2
1234,25943100112095,1
1235,71220699281805,1
1236,78463473454893,2
1237,65576503345701,1
1238,5716213073853,1
1239,95119420685437,1
1240,2032195736438,1
1241,80108242367187,1
1242,52098318922488,1
1243,93910231302651,1
1244,20575041431495,1
1245,12834957655645,2
1246,40567114847592,1
1247,94042676774769,1
1248,81123981724854,2
1249,44283880359715,1
1250,9620867674761,1
1251,92666621607265,1
1252,12399215389628,2
1253,95913770375953,1
1254,51536291097778,1
1255,34550254018782,1
1256,37968326031613,1
1257,8669714951950,1
1258,77148773713573,2
1259,16868698319027,1
1260,89721807503498,1
1261,5744866082517,1
1262,1763850431457,1
1263,10433847467274,1
1264,86989968158162,2
1265,81396024992438,1
1266,18094406414642,1
1267,79496813977190,1
1268,80511604969091,1
1269,27948264112837,2
1270,26028770733781,1
1271,73495075157901,1
1272,39455007056034,1
1273,36328016595755,1
1274,1786800541646,1
1275,99326421384854,2
1276,34682864979638,2
1277,80533615717168,1
1278,6040537378069,1
1279,34806293604768,1
1280,21760837872337,1
1281,88317543929805,1
1282,42771236326882,2
1283,78765196541710,1
1284,86031908333552,1
1285,80948821142327,1
1286,50166432964000,1
1287,21293435734837,2
1288,20989734343143,1
1289,24056541954729,1
1290,53284312129471,2
1291,42241254404110,1
1292,13415523395671,2
1293,98917153519399,2
1294,48643167302217,1
1295,75308820903567,1
1296,50790509552655,1
1297,16547598244656,2
1298,20848984187624,1
1299,71592978728436,2
1300,76299423642971,2
1301,74356765157599,2
1302,89403523229518,1
1303,40674988149346,1
1304,78829594885750,1
1305,91641757131451,2
1306,3507485690721,1
1307,4731107762038,1
1308,18463284869085,1
1309,78046856256081,1
1310,6864496578116,2
1311,11852523124009,1
1312,34010902673775,1
1313,35411089972420,1
1314,97268907461864,1
1315,15148978669079,1
1316,44175845633554,2
1317,20760067719286,1
1318,42462018802327,1
1319,21852461753083,1
1320,53284525815315,2
1321,11527964810447,1
1322,30459883552812,1
1323,80378951643775,1
1324,90653911169592,1
1325,56047334518050,1
1326,19499835225391,2
1327,38022630176165,1
1328,39582594554837,2
1329,82474723615899,2
1330,78974064731896,1
1331,69731195725544,2
1332,61938248855394,2
1333,43037652665668,1
1334,29793478206743,1
1335,57647023101396,1
1336,60804317769726,1
1337,986184056791,1
1338,221301374980,1
1339,73370981802821,1
1340,45600781539071,1
1341,3241856637001,1
1342,27829644567836,2
1343,31585581623323,2
1344,54647874762998,2
1345,5474215610776,1
1346,9868370708315,1
1347,9057637833182,1
1348,57933881934400,1
1349,30685165625718,1
1350,33939734838824,2
1351,85556883934127,2
1352,48971327874846,3
1353,31758538481156,2
1354,28155359217124,2
1355,73413533890001,1
1356,17063422820875,1
1357,9575140771801,1
1358,97070654586890,1
1359,48028575754740,1
1360,82363997340471,1
1361,69818981791053,1
1362,99452673741319,2
